gender,race_ethnicity,parental_level_of_education,lunch,test_preparation_course,reading_score,writing_score,math_score
male,group A,bachelor's degree,standard,completed,89,91,62
male,group D,bachelor's degree,free/reduced,none,75,72,50
male,group C,master's degree,standard,none,54,48,25
male,group C,high school,free/reduced,none,88,90,88
male,group E,high school,standard,none,67,69,56
female,group B,associate's degree,standard,completed,87,94,71
female,group D,bachelor's degree,standard,completed,59,63,58
female,group E,master's degree,standard,completed,48,45,39
female,group E,some college,free/reduced,none,63,57,54
male,group C,some college,standard,none,68,69,56
male,group A,associate's degree,free/reduced,completed,72,72,75
female,group D,associate's degree,free/reduced,completed,78,75,86
male,group A,bachelor's degree,standard,completed,99,100,98
male,group D,bachelor's degree,free/reduced,none,68,62,21
female,group B,some college,free/reduced,completed,96,92,69
female,group C,some college,free/reduced,none,85,99,68
male,group B,some college,free/reduced,completed,68,63,65
male,group E,some college,standard,completed,74,76,55
female,group C,high school,standard,none,75,80,58
female,group E,bachelor's degree,standard,none,85,89,64
female,group B,bachelor's degree,standard,none,87,90,67
male,group D,some college,free/reduced,completed,48,50,38
female,group E,master's degree,free/reduced,none,84,83,72
female,group A,some college,standard,completed,76,83,62
male,group D,some high school,standard,none,75,81,61
male,group D,associate's degree,free/reduced,completed,68,73,51
male,group B,some high school,standard,none,80,88,69
male,group B,master's degree,free/reduced,none,83,87,49
male,group C,associate's degree,standard,completed,71,69,38
female,group C,master's degree,free/reduced,none,85,81,56
female,group A,associate's degree,free/reduced,completed,60,61,54
male,group D,some college,standard,completed,70,71,39
male,group A,some college,standard,completed,75,77,70
male,group A,master's degree,standard,none,65,72,55
male,group B,associate's degree,free/reduced,completed,65,63,40
male,group A,high school,standard,none,56,55,49
female,group A,master's degree,standard,none,76,77,51
female,group E,master's degree,standard,completed,99,98,78
female,group C,some high school,standard,none,79,69,54
female,group C,bachelor's degree,standard,completed,67,64,62
male,group D,master's degree,free/reduced,completed,89,84,77
female,group C,high school,standard,completed,69,75,67
male,group D,some college,standard,completed,81,76,75
male,group E,associate's degree,standard,completed,78,77,69
male,group C,bachelor's degree,standard,completed,47,47,40
female,group E,associate's degree,free/reduced,none,71,73,39
male,group C,some college,free/reduced,none,100,100,80
female,group C,master's degree,standard,none,61,62,28
female,group E,some high school,standard,none,93,88,59
male,group A,high school,standard,none,85,83,74
male,group A,bachelor's degree,free/reduced,completed,63,56,35
male,group A,high school,free/reduced,none,71,72,61
female,group A,high school,standard,completed,55,51,40
male,group C,high school,free/reduced,none,84,90,67
female,group B,high school,free/reduced,none,55,45,36
male,group E,some college,free/reduced,completed,77,86,70
male,group B,high school,free/reduced,none,98,99,75
female,group B,some high school,free/reduced,none,61,59,43
female,group D,high school,free/reduced,none,76,78,65
female,group A,some college,standard,completed,49,56,41
female,group C,associate's degree,free/reduced,none,72,81,49
female,group A,some college,standard,completed,56,55,43
female,group A,some high school,free/reduced,none,75,65,43
male,group B,some high school,standard,completed,63,62,49
male,group D,master's degree,free/reduced,none,56,53,55
female,group A,some college,standard,completed,69,72,47
male,group E,associate's degree,standard,completed,31,28,32
female,group E,master's degree,free/reduced,none,55,49,47
male,group A,master's degree,standard,none,100,100,64
male,group B,bachelor's degree,standard,none,68,74,57
female,group B,high school,free/reduced,completed,64,64,62
female,group C,master's degree,standard,none,77,81,57
female,group D,master's degree,free/reduced,completed,87,84,62
male,group B,some high school,standard,none,96,100,70
female,group C,associate's degree,standard,none,70,65,56
male,group E,master's degree,free/reduced,completed,68,64,36
female,group E,associate's degree,standard,none,77,83,52
male,group E,high school,standard,none,72,78,51
male,group A,some high school,free/reduced,none,69,59,32
female,group D,bachelor's degree,free/reduced,completed,80,84,49
male,group C,bachelor's degree,free/reduced,completed,80,73,52
male,group D,high school,standard,completed,72,77,56
female,group A,high school,standard,completed,100,100,92
male,group C,some high school,free/reduced,none,100,100,90
female,group C,some high school,standard,none,80,88,71
female,group B,some college,standard,none,89,90,92
female,group D,master's degree,standard,completed,61,59,47
female,group D,master's degree,standard,none,72,71,65
male,group B,master's degree,standard,completed,82,81,61
male,group E,associate's degree,free/reduced,none,92,90,79
male,group A,some college,free/reduced,completed,56,55,37
female,group D,master's degree,standard,completed,61,66,32
male,group B,associate's degree,standard,none,72,65,51
male,group C,associate's degree,standard,completed,94,99,90
female,group B,bachelor's degree,free/reduced,completed,72,71,39
female,group E,associate's degree,free/reduced,none,89,81,57
male,group A,high school,free/reduced,completed,69,71,58
female,group E,some high school,free/reduced,completed,82,74,68
female,group C,associate's degree,free/reduced,none,55,55,53
female,group C,high school,standard,completed,60,70,62
female,group C,high school,standard,completed,68,65,53
male,group C,bachelor's degree,standard,completed,53,51,29
female,group B,bachelor's degree,standard,none,52,55,52
female,group C,associate's degree,free/reduced,none,64,67,43
female,group C,bachelor's degree,standard,none,49,52,30
female,group B,bachelor's degree,standard,none,69,66,70
female,group C,some high school,standard,completed,75,77,57
female,group E,master's degree,standard,none,58,55,47
female,group E,associate's degree,free/reduced,none,65,67,62
female,group D,associate's degree,free/reduced,none,65,64,52
male,group E,associate's degree,standard,none,93,96,76
female,group A,bachelor's degree,standard,completed,72,76,75
male,group A,some high school,standard,completed,100,100,70
female,group A,bachelor's degree,standard,none,63,59,50
female,group B,high school,free/reduced,completed,63,55,51
female,group E,some college,free/reduced,none,87,81,45
female,group A,some college,standard,none,32,27,16
male,group D,some college,standard,completed,81,95,57
female,group B,master's degree,free/reduced,completed,68,71,64
female,group D,bachelor's degree,free/reduced,completed,71,72,58
male,group E,high school,standard,completed,64,61,48
male,group C,high school,standard,completed,78,82,61
female,group D,some college,standard,completed,42,41,44
male,group C,some high school,free/reduced,none,58,59,45
male,group B,master's degree,free/reduced,completed,99,100,82
male,group D,master's degree,free/reduced,none,70,72,48
female,group D,some college,free/reduced,none,52,52,50
female,group B,some college,free/reduced,none,70,64,64
female,group B,bachelor's degree,standard,none,81,81,48
male,group A,some high school,standard,none,71,76,53
female,group E,master's degree,standard,completed,68,71,45
male,group D,high school,standard,completed,61,62,51
female,group D,some college,free/reduced,none,51,55,43
female,group B,bachelor's degree,standard,none,41,35,36
male,group B,high school,free/reduced,completed,57,56,38
female,group E,master's degree,free/reduced,none,89,88,69
male,group B,some college,standard,completed,63,57,43
male,group C,some high school,standard,completed,67,69,40
female,group C,some college,standard,completed,47,50,27
male,group C,some high school,standard,none,70,70,36
female,group C,bachelor's degree,standard,none,63,64,63
female,group E,bachelor's degree,standard,none,65,62,38
male,group D,master's degree,free/reduced,none,61,58,43
female,group C,some high school,free/reduced,none,61,54,61
male,group B,some college,free/reduced,none,66,65,46
female,group C,bachelor's degree,standard,none,69,66,62
female,group E,some college,free/reduced,none,36,31,22
female,group B,master's degree,standard,completed,44,44,38
female,group C,some high school,standard,none,62,60,46
female,group D,some college,free/reduced,completed,83,75,50
male,group B,high school,free/reduced,completed,48,45,56
male,group B,some college,standard,completed,78,77,71
male,group D,associate's degree,standard,none,94,88,70
male,group B,associate's degree,free/reduced,none,66,67,43
male,group C,master's degree,free/reduced,none,63,63,41
male,group B,master's degree,free/reduced,completed,78,73,57
female,group C,master's degree,free/reduced,none,71,74,48
female,group D,high school,free/reduced,none,60,66,50
male,group A,some high school,free/reduced,completed,74,73,71
male,group D,high school,standard,none,59,57,41
female,group C,some college,free/reduced,completed,90,88,84
female,group E,bachelor's degree,standard,completed,66,63,40
female,group D,some high school,standard,completed,76,71,69
male,group E,associate's degree,free/reduced,none,94,94,86
male,group E,associate's degree,free/reduced,completed,67,63,62
male,group C,associate's degree,free/reduced,completed,58,45,45
female,group C,some college,standard,none,61,71,52
female,group A,some college,standard,completed,69,77,67
male,group B,master's degree,free/reduced,none,67,67,55
male,group D,bachelor's degree,free/reduced,none,67,60,51
female,group C,master's degree,standard,completed,75,86,54
female,group D,some college,standard,none,71,73,48
female,group E,high school,free/reduced,none,63,61,54
female,group B,master's degree,free/reduced,none,70,77,55
male,group A,some high school,free/reduced,none,59,54,52
